ID,Author,Comment
2033,@hebertvillalba1817,Me parece insolito que con 22 delitos graves si 22 delitos graves lo manden a florida a una carcel bip con todos los lujos y comodidades.a ver quien se hace responsable de esta verguenza . Eso solo pasa solo aca en este bendito pais .con estos pillos.
2034,@emilceperaza3939,Ojalá el la cárcel le den de su medicina
2035,@DanielGonzalez-qf7zv,"Da PENA,PENAdes"
2036,@jorgeherrera1360meeetaaalCien,Seguirá respaldando el kukito y heber a penades porque dice que lo conoce hace 30 años
2037,@nadiayamila6171,Por fin una fiscal decente!! El gobierno impresentable!
2038,@RaulGiacomin-eq6ff,"Lei un mensage que comparto a medias ,si se trata de reninciar tendrian que deberian todos irse ,el primero el presidente de algunos mio NO ."
2039,@paulo_hernandez,"Heber, pinochin,   CLOSE THE ORT !!!"
2040,@elorejano57,Los otros que deberían ir presos son: Heber y el Peladilla.
2041,@alvaroramos6809,Este Personaje hace 40 años vive del Pueblo y de este Narco Partido es el mas inocente que ya es decir
2042,@sergio8939,Esta valiente fiscal lastima que no estuvo en el caso Astesiano
2043,@marcelosantana6938,Yo lo conozco es mi amigo!!!!y ahora?
2044,@nairbarrios5967,Las dos caras de Heber 
2045,@mariadelpilarelhordoy8421,A quién le va a creer ? ... Dijo cuquito.... A la víctima cuquito... A la victimaaaaass
2046,@mariadeleon465,"Bien,la justicia ya lo comprobó... ahora a la cárcel.con un fuerte abrazo y un besito en la frente Penadas"
2047,@user-mk2dh7cw3m,"Cuando es una mujer  la qué abusa ay lo esconden hasta el fin, las denuncias falsas no existen"
2048,@ivanmoreno8660,22 delitos . Pero quien lo defendió el abogado de los simpsons
2049,@gabrielgonzalez-rh2vi,Qué le darán? Un año de prisión domiciliaria?
2050,@hectorlemos1679,Si esta fiscal  hubiese tenido el caso Asteciano!.  Hoy  estábamos  con presidente interino.
2051,@sheyllavicente7488,Es una vergüenza hay que pedir la renuncia de el ministro del interior y del presidente debería renunciar a la banda presidencial y dejar argimon como presidenta por que el fallo mucha corrupción a su alrededor no recuerdo un gobierno con tantas renuncias y a tras de cada una de ellas un acto de corrupción Esto es una locura
2052,@marcosc11000,Los amigos de Luisito... Cuantos van ya???
2053,@LIBITUM0,Un desastre los que votaron estos personajes...en definitiva son ellos los que tienen la culpa... Nunca vi tanta corrupción en mis 57 años..
2054,@gonzalosilva2225,Esto tiene que recorrer el mundo
2055,@victoriaacevedo8134,"Cuando proteges a los lobos ,sacrificas a las ovejas.Una vergüenza este caradura al Comcar ,se sabía el señor se va a la chacra en Florida"
2056,@fernandotexeira7817,Y Sr Z como está la novela gubernamental al parecer los principales protagonistas están cayendo a pero no sé froten las manos que no termina y no se enojen si los malos terminan protegidos y el pueblo esperando justicia saludos
2057,@ivanzapee4541,"Ya los van a hacer princesas en la cárcel a estos, no duras ni un minuto solo en en concar penades"
2058,@ml2082,Y siguen apareciendo  delincuentes...  ¿Corrupción? Naaa️
2059,@marisapastrana8714,Y siguen agregando intelecto
2060,@AmazingStuff-ot9fr,Si le cree al amigo xq es amigo entonces hay amiguismo?
2061,@paulsotelo,"Luis tendria que renunciar y escudarse diciendo,trate de buscar gente que piense con el corazon y que le ponga intelecto jajajajaja que vergüenza todo el gobierno este,seguimos siendo tercermundistas porque los politicos no se toman las cosas enserio y en este gobierno es mas claro echale agua,solo oiensan en llenarse los bolsillos"
2062,@lucianolopez3073,"Igual me preocupa los hombres que levantan niñas en las avenidas, hay un informe de Unicef y acá en uruguay no hacen nada."
2063,@sergiobirriel1040,Por fin y si ya no se podia tapar mas mucha gente :victimas cuantas pruebas mas son todos malos ellos son buenos tas loco en breve sale delgado diciendo que es culpa del frente o del antel arena jajja fuerza a las victimas y que se pudra en la carcel por chancho que triste pobres los niños loq tuviern que pasar ya les queda poco a estos
2064,@graciasweb,información y justicia (aunque es sólo una noción esto último...)
2065,@Inteligencia-Humana,"Y Heber, qué decir: Penadés es tu amigo cercano? Ahora desconfío que vos tengas historias ocultas tan oscuras como la del degenerado de tu amiguito."
2066,@silviamendez4991,De que se van a DISFRAZAR ahora!!! ZIN PALABRAS!!!
2067,@ZaloUy,¿Y los amigos que dicen ahora?
2068,@LIBITUM0,MUY BIEN LA FISCAL!!
2069,@fernandadelfino8401,Es terrible!!! Y solo 180 días preso a estos degenerados???? Y capaz que robas una manzana y vas preso años o si la robas de un árbol en un predio te pueden matar (justificados por la LUC).... QUE TRISTE QUE PARA LA JUSTICIA HSYA HIJOS Y ENTRENADOS.... 
2070,@danielhuelmo5807,Eso es una Fiscal con ovarios !!!
2071,@betianaemilia7270,Es todo muy grave...
2072,@EduardoPerez-qi6eq,Ahora tiene diabetes!!???? Problemas al corazon???? mmmm.....
2073,@user-tu5me6cs9q,"Ira 3 meses preso con lo comemocos que son los jueces y las pobres condenas que tiene uru , asi esta el pais"
2074,@javilutotal,Espero que en algún momento esto caiga por su propio peso.  Si hubiese sido el frente amplio mamita. Manijaso 24/7.
2075,@joaquindalessio,"La Justicia es lenta, pero llega..."
2076,@miltonsteciuk4829,La coalisión de gobierno es un gran pozo negro al cual la barométrica hace rato no atiende !!
2077,@user-mk2dh7cw3m,Si este país fuera España ya estaría preso por nada
2078,@OmarFalero,"Es lindo, porque se inmolan SOLOS. Tremendo. Y terrible. En fila india pa' la cárcel."
2079,@rafaelurriza8464,Todos persos deberían estar!
2080,@silvianobel5013,Pero siguen siendo amigos. Con quienes eran sus amigos  ??
2081,@J.L.Torrente,Mi reconocimiento a Richard Galeano y equipo De HLQP por darle voz y  públicamente que denuncie la  víctima que destapó  la olla
2082,@gonzalomauttones5093,"Lamentable que un Político use el Poder para cometer estos delitos aberrantes, y también Lamentable que el Presidente del país y parte del gobierno salgan apoyar a Penades. Y esta gente está cargo de un país y nos gobierna y decide sobre nosotros"
2083,@ilianaiglesias8931,VERGONZOSO todos los delitos y peor aún el respaldo del Min .del Interior dentro del Parlamento y del mismísimo Presidente.LO APAÑÓ LA MÁXIMA INSTITUCIONALIDAD DE UN PAÍS.
2084,@J.L.Torrente,La ley de  hermandad que existe para mantener el poder es absolutamente repudiable
2085,@gemaborche9580,En un país normal todo el gobierno debería renunciar y muchos de ellos directo al Comcar.
2086,@Marcelo-garcia2011,"Increíble, sólo en este país suceden estas cosas. Es todo muy grave y sin embargo todos seguimos callados...hasta cuándo?  (dijera nuestro amigo)"
2087,@blancaroda1618,La prisión preventiva esta bien ..aun falta el juicio oral que puede durar un largo tiempo!!destaco la actualización de la fiscal que no dejó nada al azar y le ató las manos a los amigos del senador que planeaban una trama de mentiras y amenazas contra las victimas
2088,@jorgegallo6460,"En un pais normal el ministro hace rato que habia volado. Pero nosotros como pais, de normal, cada vez tenemos menos."
2089,@gustavollanes3528,"La justicia, exsiste, el fiscal incorruptible "
2090,@nestorbustamante3461,Felicitaciones a esa valiente fiscal q laburo muchas horas y no cedió a las tremendas presiones del poder Todo era defender al AMIGO q los miraba a los ojos y hacia conferencia prensa en el parlamento.... ambos deben terminar PRESOS PRESOOOOS
2091,@lauraramilo4568,Cero vergüenza; corruptos hasta las manos. Felicitaciones a la gente de Galeano que le dio voz a Papaso.
2092,@ReinosaDario,Es un alivio.  Ya estábamos en el límite de la credibilidad en la justicia.  Quedan jueces y fiscales honestos y valientes.  Creí que se habían extinguido.
2093,@MrsMicro84,Madrugó el señor Z! Me da cierto reconfort y sensación de justicia que el delincuente de Penades vaya preso
2094,@gustavomolinamendez2212,Mira que lo hacen trabajar al Sr. Zeta. No le dan descanso.
2095,@elrincondelderecho,"El Presidente de la República y el ministro del Interior no están a la altura de la circunstancia, representan al Estado, no a sus amigos."
2096,@carlosalvarez7754,"Gracias zintv por refrescar la memoria reciente , que los medios nos tratan de borrar permanentemente."
2097,@irmavazquez6035,la verdad que había perdido la fe en la justicia  pero esta fiscal tuvo ovarios para seguir contra todos
2098,@user-ml6mo1df8k,Lo únicos que alguna vez tuvieron dudas de la veracidad de las denuncias fueron los “amigos” que peculiar….
2099,@richardnoble6904,FELICITACIONES A TODAS LAS PERSONAS QUE ESTAN HACIENDO BIEN SU TRABAJO A PESAR DE LAS PRESIONES DEL GOBIERNO!!!
2100,@mojo8656,"Pobre Luisito, otro amigo que resulta ser tremendo bandido"
2101,@gabrielalcantaro91,"Lo que tendría que seguir es que el presidente le pida la renuncia a Heber, sería lo más lógico en un gobierno serio. Bueno, en un gobierno serio"
2102,@silvitaladas5951,"Hasta Lacalle Pou debería ir preso  por defender antes de la causa,ni q hablar Heber no?!..  pero claro....en Florida así la pasan bomba!!! Junto con Atesiano...de fiesta en fiesta....felicito a la fiscal Ghione!! Si fossati hubiera tenido un cachito de ética y profesionalidad como está fiscal otro gallo hubiera cantado."
2103,@gabrielvigo8955,Era hora que por lo menos uno este preso tendrían que acompañarlo unos cuantos mas
2104,@Beltrame72,Sin palabras Eso que dice Lacalle de “a quien le tengo que creer?” Es lamentable  Es triste que se lo dejen pasar gratuitamente en otros medios  Quien le pidió que tiene que creerle a alguien? Es tan ignorante o tan cínico?
2105,@p.s.a.,"Prisión ,como cualquier hijo de vecino,así tendría que ser ! JUSTICIA"
2106,@judiacosta7948,Pobre Luis se ha quedado sin esposa sin ministros sin jefe de seguridad y ahora amigo de treinta años . Barajar y dar de nuevo .
2107,@juancarlosducanbarbosa4705,"En toda actividad lo que diferencia a unos de otros es la ética,  la profesionalidad y la voluntad de hacer bien su trabajo sea cual sea, esta fiscal y su equipo es un ejemplo, muuyy distinto del ridículo que hizo la Fossati en el caso Astesiano"
2108,@raysoto2188,Che y los que salieron públicamente a desmentir todo esto. Tienen que ser juzgados!!!
2109,@Maria-ft9uz,"Escuchando de policías , jefes involucrados, pregunto , qué pasó con el adolescente de 17 años muerto a balazos que era otro de los acusadores o testigos, quién lo mató?"
2110,@SandraSanchez-gw9sd,Me quedo tranquila no todos los fiscales son corruptos y actúan con la impunidad que lo hizo Fossati
2111,@MrOrsiw,"La LUC que el votó dice que los delitos sexuales se pagan con cárcel. Pero como hemos visto en todo el proceso es protegido por ministros y el propio Presidente, así que capaz que por la presión o el sobre peso no va a prisión,  terrible el delincuente!!!"
2112,@walternunez9293,"En razón de la fuga de traficantes alegando temas de salud.el ministro dijo y recalco que el sistema carcelario tiene medios para que se puedan atender. Supongo que la juega tendrá esto en consideración para no darle tobilleras a penades, además está mente en la calle es capas de ultimar a las víctimas el solo echo de estar libre originaria más problemas xicoemosionales a las bictimas.( cárcel efectiva es lo que corresponde)"
2113,@verlalos,Es increíble la muy baja autocrítica y de aprendizaje que tienen las autoridades actuales de este país. No llama la atención ahora la no resolución del caso de la violación en la fiesta y otras cosas
2114,@ozurumi,Cuando van a entender que los 180 dias es de prisión preventiva mientras se procesa el caso. Buen video Z
2115,@p.s.a.,"Está, metido desde Heber y el director del comcar ,esto ya rebasa los límites!!"
2116,@silvianobel5013,"Me preocupa más, que los amigos no lo dejen solos. Porque "" los amigos son los amigos"""
2117,@albertotechera8983,Este gobierno tiene el delito qué se puedan imaginar....muy completos y cómo siempre derramando intelecto... gracias a los que los votaron...son responsables también...
2118,@nairbarrios5967,Vergüenza por parte de los políticos. !!!
2119,@esperanzaandrade5104,"Si son amigos de la.vida ,como dicen, deben saber bien en que andaba ' el amigo"" hay cosas que no se pueden icultar durante tanto tiempo"
2120,@federicobarboza3632,Juicio político al presidente ya!
2121,@Inteligencia-Humana,Lacalle Pou nunca termina de conocer a la gente. Sus amigos le ocultan cosas. Debe estar más desorientado que la Doris de Nemo. Pobrecito inocente de él.
2122,@erikfrndz7477,"ZETAAA SE TE ESCAPO LA TORTUGA!! No pusiste cuando termina de hablar y le.preguntan ""niega rotundamente??"" Y contesta ""NO!!"" JAJAJA "
2123,@carlosandresgentilealvarez9189,"No sólo abusaron de las víctimas sino que también quieren ensuciarlas inventando que han difamado, son impresentables totalmente"
2124,@Diego-ts6sl,Felicidades a la fiscal y a su equipo... un trabajo perfecto todavía ahí algún fiscal que hace el trabajo como debe de ser  marche preso violín
2125,@MLLA-qc6ng,"Hicieron lo imposible, por tapar y esconder las barbaridades que hizo este tipo. Y no pudieron.  Es imposible creer que sus ""amigos"", no estaban al tanto de tanta aberración. Hasta el Policía de Maldonado, debe sentir, de q por fin, se hizo justicia, después de ser pisoteado."
2126,@agustinolivera3335,"Los mejores cinco años , por favor que mafia!!! Dios nos libre de esto."
2127,@nildaangelamarquez,"Penadés, estaba tranquilo con que con las influencias que tenía, podía zafar con comodidad. Pero no lo pudieron ayudar porque ya sería demasiado, con lo de Astesiano, lo de Marset, lo del puerto, y todo lo demás a cuestas, ya era demasiado. Habrán dicho: tenemos que sacrificar a Penadés porque si no, nos vamos al tacho. Y allá marchó, a donde no se lo esperaba. Felicito a la fiscal, que no se amilanó frente al poder, que agrega su granito de arena para que podamos seguir creyendo en la justicia. Protegió a las víctimas contra viento y marea cuando todos esos buitres pedían verles las caras y saber sus nombres. Movieron influencias para salvar al degenerado a cómo diera lugar. El mismo Penadés usó sus recursos y conocimientos para tratar de salvarse, pero no lo logró. Los dos degenerados fueron a la cárcel, porque el tal Mauvecin es también un degenerado al servicio de otro degenerado, proveyendo víctimas al tal ex senador. Vaya uno a saber cuántas víctimas más habrá, que no se animaron a declarar, por miedo o por vergüenza. Ahora están en la cárcel de Florida. Penadés pide prisión domiciliaria y quizá la consiga, debido a sus amistades. Después aparecerá otro Mauvecin, que le lleve los menores a domicilio, porque el degeneramiento, no lo va a perder de un día para otro"
2128,@Marianela404,Presidente: estamos con hipotermia. Permítanos una frazadita
2129,@waldemarvaldez7129,Felicitaciones a Zin Tv. Tambien a HL QP. Por la difusion de las denuncias de Romina Celeste.
2130,@eldacastrocastro350,"Me imagino que irá a visitarlo, hace 30 años q lo conoce, no puede dejarlo ahora solo"
2131,@fabiangonzalezchiruchi36,Cuquito ...tenés unos amigos muy originales y ``dignos`` de ser defendidos...menos mal que son tus amigos....no quiero saber lo que son tus enemigos...
2132,@yolauno1,El Tiempo pone todo en su Lugar...
2133,@juangrido8910,Francamente lamentable. Ojalá quedé como antecedente para que respetar a los menores
2134,@nomientanmas2507,Ayy luchito se te agarraban el celular lo acompañabas 
2135,@user-vj3sn8xq1t,Mufasa tendría que pedir disculpas por respaldar a un violador.
2136,@mabeljuarez8319,Gracias a dios hay justicia
2137,@TheCrespo,"Con mucha suerte se come una domiciliaria... igual quiero creer que la justicia es igual para todos, pero en este pais está cada vez mas dificil de creer en esa utopía."
2138,@Tricolorbolso1,LOS MEJORES 5 AÑOS DE TU VIDA
2139,@user-em5xz5br8r,"Si fuese cualquier hijo de vecino ya estaria en el comcar, a este le dan un par de añitos en la casa y ya esta, es parte de la coorporacion politica manejan todo a su antojo."
2140,@eduardoc1580,El resumen que pudo haber hecho Telemundo
2141,@beaolivera758,Excelente resumen yp todas las personas q d una u otra forma no les temblo el pulso p hacer justicia grs zintv y nos refresca muchas cosas
2142,@GermanAndresVillar,Tanbien detenido el Director del Ex Comcar? Se fue todo al carajo
2143,@Silvana.L,Luis y sus amigos traicioneros 
2144,@CristinaOrsi-to7yo,"Asombro ! Tristeza,verguenza ajena por estos profesionales de baja estima,por mi una simple jubilada ,abuela que de solo pensar me da rabia por estos politiqueros y pensando en  los chicos pobres que tenemos en el Pais propensos a caer en éstas porquerías."
2145,@gabrielcapelorosadilla4897,El Señor Z madrugando y haciendo tarea. Todavia quedan 500 y pico de dias ...si habrá material aun!!!
2146,@ml2082,Esa es una verdadera fiscal!!!
2147,@totuskhanlife3934,"Y ahora parece que no puede estar preso porque tiene problemas de salud, ya sabíamos todos que iban a aparecer los temas de salud  y en el peor de los casos una cárcel VIP "
2148,@jorgedaluz5387,"Desgraciadamente no es el único,dentro del partido nacional hay varios como éste,el gran problema que tenemos en Uruguay es el periodismo que no investiga nada . Lanata quiso en su momento hacerlo y lo corrieron"
2149,@albanieves3348,El Senador y el Profesor a los Tiburones!!! ellos  sí harán  justicia 
2150,@anamariaataycuenca8999,La justicia trabajo muy bien . Es un tema personal que está persona abuso de su poder político.
2151,@juliomoreira5218,Que lindo país tenemos
2152,@casafardo,Porque no pusieron esa fiscal para el caso Astesiano?
2153,@marcelonunez8666,Techera!! Que nunca nos falte
2154,@sinnombre9368,"Usar el poder político para acomodar, defender, y privilegiar a su gente afín...blancos siendo blancos."
2155,@fernandoreinoso1986,Lacalle y Heber intocables....
2156,@jorgepintos4304,"Los 5 mejores años .... presidente adicto, ministro alcoholico encubridor, senador violador, Argimon con """" cuidate sos jóven"""", Bianchi marcando periodistas """"es ése """""
2157,@elnacho3174,Hay que hacer pancartas y volantes con la lista de delitos de Penades si resulta condenado para la campaña de 2024
2158,@ramonberrey2150,Una joyita
2159,@albanieves3348,Muy fuerte la Corrupción hasta la policía...ya no se puede confiar en nadie? Si fueran sus hijos o hijas??
2160,@Veronica-qr4xt,Gracias ZinTV.  Grandes siempre!
2161,@javierperezperez8646,"3 minutos dura el informe, cada vez menos. Z no podés negar que sos uruguayo. El mínimo esfuerzo."
2162,@fernandoibanez8719,Este gobierno está hasta las manos de corrupción
2163,@apolo1881,"Zin TV haciendose el caldo gordo con Penades, Sartori y Astesiano pero jamás los vi haciendo un videíto de Gerardo Nuñez, Cendoya, ni siquiera de Sendic, se ve que miran las cosas cuando les conviene, yo me pregunto : eso no es incitación de odio tambien? Porque el que no es perteneciente la FA jamás va a votar al Fa por ver éstos videitos, al contrario!."
2164,@mma1955,Lo van a soltar en un rato . Pero me parece lo más justo si cometió un delito q pague como cualquier ciudadano
2165,@charliepasos7676,Los caballeros de la cama redonda!! Impecable zintv
2166,@pendondato,Esperaba con ansias a #zintv 
2167,@aguarzaguet.gestaltcoach,"""Sería un mal amigo si no le creo"" by luish"
2168,@pabloandrescastroportillo8117,Como disfruto este video gracias gracias Zin TV x todo lo que nos das
2169,@martasanchez5877,Que vergüenza el presidente y el ministro del interior hacer declaraciones de ese tipo.deberian guardar silencio
2170,@josefinafuentes8408,Grande Carlos Techera Excelente trabajo
2171,@nataliasilvera2994,Que dios se apiade de el
2172,@NachoJoker,todos los que lo apoyaron deberían ir presos
2173,@amaliag.delpuerto4673,QUÉ VERGÜENZA!!! ️
2174,@Maria-ft9uz,Después piden confiar en la policía...
2175,@user-oi5ui1tp5i,"El alcanse del mal no tiene fin es inreparable no lo paga ni con carcel ni plata el daño es para toda la vida pero bueno asi estamos ya queda menos pueblo ,porfavor no le echen la culpa al frente o al antel arena cada semana es peor ya no se sabe que va pasar y la inseguridad es brutal"
2176,@jorgeacosta4315,Tienen que embargarle todo al violador y dárselo a las víctimas
2177,@susanabalbuena7870,Se probó ante la Justiicccciiiiiaaaa....preso yaaaaaa...una mancha xra los multifrutas...
2178,@leidyperrone5085,Pero esa preventiva es para seguir investigando??? Xq se supone q luego se los procesos con prisión??
2179,@mariasilveira6509,Por fin Justicia ! ojo ahora no se les escape jjje !!o lo suelten  por  supuesta enfermedad jjje
2180,@rodrigocardozo6423,"Cada ves que usan la misma receta de dar una conferencia al otro día, es cuestión de esperar y terminan en cana. Bueno preso no terminan porque no hay una fuerza política que los descrimine por violador o ladrones en todos los micrófonos."
2181,@user-qu6ys3dx3z,"Lo que da miedo y verguenza ajena son las declaraciones del ""sr. Presidente"" ""es un amigo"".....como es el dicho? Dime con quien andas y te dire quien eres? Todos corruptos, de la misma calaña."
2182,@teresacasana4738, detirenlos para rl Conmcar para que se diviertan los presos  asi cienten el terror que sintieron las victimas
2183,@hugorivero8347,"Y estos personajes son los que dirigen nuestro país,  vayan a saber lo que no hacen estos políticos de mierda..."
2184,@gercharrua7170,Si fuera un país serio  y investigasen  por enriquecimiento  ilícitos  abría  que hacer  nuevas cárceles  para políticos  y judiciales  
2185,@matiasleonelgarridoreyes1205,Gracias señor Z ojalá la gente tenga memoria de todo esto!!! El gobierno más corrupto de la historia del país!!!
2186,@serenalavina7823,"La justicia lo probó, los que tanto pedía. Renuncien por favor"
2187,@florbatista3975,Ahora pide prision domiciliaria por enfermedad
2188,@Gerardo.Straneo.20,"Así estamos gobernados por personajes que ponen el “amigo” por sobre todas las cosas, no se enteraron que son y están en un lugar que todo lo que digan o hagan determina inmediatamente consecuencias, buenas o malas con propios y extraños, los propios sus subalternos y gobernados, y no respetan su investidura de la cuál el pueblo que los votó cifró en ellos, las veces que salieron a apoyar al “amigo"" derraparon y demostraron que lo que criticaban de otros resultando ellos igual o peores, o peor aún, defendieron a ojos cerrados personajes del cuál él le entregaba la seguridad de su familia, siguen sin aprender, la virtud es que salen en apariencia indemne de todo, el tiempo dirá la verdad de las cosas."
2189,@aliciarodriguez7801,"Tienen tanto material de nuestras ""autoridades""...ellos no me representan"
2190,@cristianfernandez6990,ES ASÍ SIEMPRE ENTRE ELLOS SE TAPAN LOS CRIMENES
2191,@maurof1975,"En mi vida, me toco ver todo lo que sucede con este gobierno. La verdad que es muy loco todo."
2192,@alcidesbenitez3707,Espero dé corazón ️ que gane quien gané las próximas elecciones se de derecha o de izquierda o lo que sea se investigue todo lo de este nefasto gobierno y porque cinco años toda la corrupción y solo un poquito de personas están en prisión
2193,@hebertvillalba1817,Me parece insolito que con 22 delitos graves si 22 delitos graves lo manden a florida a una carcel bip con todos los lujos y comodidades.a ver quien se hace responsable de esta verguenza . Eso solo pasa solo aca en este bendito pais .con estos pillos.
2194,@emilceperaza3939,Ojalá el la cárcel le den de su medicina
2195,@DanielGonzalez-qf7zv,"Da PENA,PENAdes"
2196,@jorgeherrera1360meeetaaalCien,Seguirá respaldando el kukito y heber a penades porque dice que lo conoce hace 30 años
2197,@nadiayamila6171,Por fin una fiscal decente!! El gobierno impresentable!
2198,@RaulGiacomin-eq6ff,"Lei un mensage que comparto a medias ,si se trata de reninciar tendrian que deberian todos irse ,el primero el presidente de algunos mio NO ."
2199,@paulo_hernandez,"Heber, pinochin,   CLOSE THE ORT !!!"
2200,@elorejano57,Los otros que deberían ir presos son: Heber y el Peladilla.
2201,@alvaroramos6809,Este Personaje hace 40 años vive del Pueblo y de este Narco Partido es el mas inocente que ya es decir
2202,@sergio8939,Esta valiente fiscal lastima que no estuvo en el caso Astesiano
2203,@marcelosantana6938,Yo lo conozco es mi amigo!!!!y ahora?
2204,@nairbarrios5967,Las dos caras de Heber 
2205,@mariadelpilarelhordoy8421,A quién le va a creer ? ... Dijo cuquito.... A la víctima cuquito... A la victimaaaaass
2206,@mariadeleon465,"Bien,la justicia ya lo comprobó... ahora a la cárcel.con un fuerte abrazo y un besito en la frente Penadas"
2207,@user-mk2dh7cw3m,"Cuando es una mujer  la qué abusa ay lo esconden hasta el fin, las denuncias falsas no existen"
2208,@ivanmoreno8660,22 delitos . Pero quien lo defendió el abogado de los simpsons
2209,@gabrielgonzalez-rh2vi,Qué le darán? Un año de prisión domiciliaria?
2210,@hectorlemos1679,Si esta fiscal  hubiese tenido el caso Asteciano!.  Hoy  estábamos  con presidente interino.
2211,@sheyllavicente7488,Es una vergüenza hay que pedir la renuncia de el ministro del interior y del presidente debería renunciar a la banda presidencial y dejar argimon como presidenta por que el fallo mucha corrupción a su alrededor no recuerdo un gobierno con tantas renuncias y a tras de cada una de ellas un acto de corrupción Esto es una locura
2212,@marcosc11000,Los amigos de Luisito... Cuantos van ya???
2213,@LIBITUM0,Un desastre los que votaron estos personajes...en definitiva son ellos los que tienen la culpa... Nunca vi tanta corrupción en mis 57 años..
2214,@gonzalosilva2225,Esto tiene que recorrer el mundo
2215,@victoriaacevedo8134,"Cuando proteges a los lobos ,sacrificas a las ovejas.Una vergüenza este caradura al Comcar ,se sabía el señor se va a la chacra en Florida"
2216,@fernandotexeira7817,Y Sr Z como está la novela gubernamental al parecer los principales protagonistas están cayendo a pero no sé froten las manos que no termina y no se enojen si los malos terminan protegidos y el pueblo esperando justicia saludos
2217,@ivanzapee4541,"Ya los van a hacer princesas en la cárcel a estos, no duras ni un minuto solo en en concar penades"
2218,@ml2082,Y siguen apareciendo  delincuentes...  ¿Corrupción? Naaa️
2219,@marisapastrana8714,Y siguen agregando intelecto
2220,@AmazingStuff-ot9fr,Si le cree al amigo xq es amigo entonces hay amiguismo?
2221,@paulsotelo,"Luis tendria que renunciar y escudarse diciendo,trate de buscar gente que piense con el corazon y que le ponga intelecto jajajajaja que vergüenza todo el gobierno este,seguimos siendo tercermundistas porque los politicos no se toman las cosas enserio y en este gobierno es mas claro echale agua,solo oiensan en llenarse los bolsillos"
2222,@lucianolopez3073,"Igual me preocupa los hombres que levantan niñas en las avenidas, hay un informe de Unicef y acá en uruguay no hacen nada."
2223,@sergiobirriel1040,Por fin y si ya no se podia tapar mas mucha gente :victimas cuantas pruebas mas son todos malos ellos son buenos tas loco en breve sale delgado diciendo que es culpa del frente o del antel arena jajja fuerza a las victimas y que se pudra en la carcel por chancho que triste pobres los niños loq tuviern que pasar ya les queda poco a estos
2224,@graciasweb,información y justicia (aunque es sólo una noción esto último...)
2225,@Inteligencia-Humana,"Y Heber, qué decir: Penadés es tu amigo cercano? Ahora desconfío que vos tengas historias ocultas tan oscuras como la del degenerado de tu amiguito."
2226,@silviamendez4991,De que se van a DISFRAZAR ahora!!! ZIN PALABRAS!!!
2227,@ZaloUy,¿Y los amigos que dicen ahora?
2228,@LIBITUM0,MUY BIEN LA FISCAL!!
2229,@fernandadelfino8401,Es terrible!!! Y solo 180 días preso a estos degenerados???? Y capaz que robas una manzana y vas preso años o si la robas de un árbol en un predio te pueden matar (justificados por la LUC).... QUE TRISTE QUE PARA LA JUSTICIA HSYA HIJOS Y ENTRENADOS.... 
2230,@danielhuelmo5807,Eso es una Fiscal con ovarios !!!
2231,@betianaemilia7270,Es todo muy grave...
2232,@EduardoPerez-qi6eq,Ahora tiene diabetes!!???? Problemas al corazon???? mmmm.....
2233,@user-tu5me6cs9q,"Ira 3 meses preso con lo comemocos que son los jueces y las pobres condenas que tiene uru , asi esta el pais"
2234,@javilutotal,Espero que en algún momento esto caiga por su propio peso.  Si hubiese sido el frente amplio mamita. Manijaso 24/7.
2235,@joaquindalessio,"La Justicia es lenta, pero llega..."
2236,@miltonsteciuk4829,La coalisión de gobierno es un gran pozo negro al cual la barométrica hace rato no atiende !!
2237,@user-mk2dh7cw3m,Si este país fuera España ya estaría preso por nada
2238,@OmarFalero,"Es lindo, porque se inmolan SOLOS. Tremendo. Y terrible. En fila india pa' la cárcel."
2239,@rafaelurriza8464,Todos persos deberían estar!
2240,@silvianobel5013,Pero siguen siendo amigos. Con quienes eran sus amigos  ??
2241,@J.L.Torrente,Mi reconocimiento a Richard Galeano y equipo De HLQP por darle voz y  públicamente que denuncie la  víctima que destapó  la olla
2242,@gonzalomauttones5093,"Lamentable que un Político use el Poder para cometer estos delitos aberrantes, y también Lamentable que el Presidente del país y parte del gobierno salgan apoyar a Penades. Y esta gente está cargo de un país y nos gobierna y decide sobre nosotros"
2243,@ilianaiglesias8931,VERGONZOSO todos los delitos y peor aún el respaldo del Min .del Interior dentro del Parlamento y del mismísimo Presidente.LO APAÑÓ LA MÁXIMA INSTITUCIONALIDAD DE UN PAÍS.
2244,@J.L.Torrente,La ley de  hermandad que existe para mantener el poder es absolutamente repudiable
2245,@gemaborche9580,En un país normal todo el gobierno debería renunciar y muchos de ellos directo al Comcar.
2246,@Marcelo-garcia2011,"Increíble, sólo en este país suceden estas cosas. Es todo muy grave y sin embargo todos seguimos callados...hasta cuándo?  (dijera nuestro amigo)"
2247,@blancaroda1618,La prisión preventiva esta bien ..aun falta el juicio oral que puede durar un largo tiempo!!destaco la actualización de la fiscal que no dejó nada al azar y le ató las manos a los amigos del senador que planeaban una trama de mentiras y amenazas contra las victimas
2248,@jorgegallo6460,"En un pais normal el ministro hace rato que habia volado. Pero nosotros como pais, de normal, cada vez tenemos menos."
2249,@gustavollanes3528,"La justicia, exsiste, el fiscal incorruptible "
