ID,Author,Comment
5790,@danielhuelmo5807,Eso es una Fiscal con ovarios !!!
5791,@betianaemilia7270,Es todo muy grave...
5792,@EduardoPerez-qi6eq,Ahora tiene diabetes!!???? Problemas al corazon???? mmmm.....
5793,@user-tu5me6cs9q,"Ira 3 meses preso con lo comemocos que son los jueces y las pobres condenas que tiene uru , asi esta el pais"
5794,@javilutotal,Espero que en algún momento esto caiga por su propio peso.  Si hubiese sido el frente amplio mamita. Manijaso 24/7.
5795,@joaquindalessio,"La Justicia es lenta, pero llega..."
5796,@miltonsteciuk4829,La coalisión de gobierno es un gran pozo negro al cual la barométrica hace rato no atiende !!
5797,@user-mk2dh7cw3m,Si este país fuera España ya estaría preso por nada
5798,@OmarFalero,"Es lindo, porque se inmolan SOLOS. Tremendo. Y terrible. En fila india pa' la cárcel."
5799,@rafaelurriza8464,Todos persos deberían estar!
5800,@silvianobel5013,Pero siguen siendo amigos. Con quienes eran sus amigos  ??
5801,@madelcarmencorbo8127,"Todos los años que éste tipo estuvo en el parlamento,me dirán que nadie sabía nada?"
5802,@user-pr6lv5ul1j,Ira al comcar o al penal de libertad? O lo van a mandar a una chacra de lujo?
5803,@oscarmauricio1820,Otro intelectual en el fuego!! Lamentable!!
5804,@josevt6511,"Es  increíble, cómo dos figuras tan relevantes del gobierno, salieron a defender. Primero, porque representan instrucciones de la República, sus vínculos personales quedan de lado. Y ademas , porque era vox populi en muchos ambientes, ya habiam existido problemas con un oficial y el muchaco en cuestión, y se sabian cosas..."
5805,@jfrusciante6804,"A PESAR DEL ENCUBRIMIENTO DE SU COLECTIVIDAD POLÍTICA, LA COMPLICIDAD DEL PRESIDENTE  Y LA OPERACIÓN DE DESVIACION DESDE EL MINISTERIO DEL INTERIOR, SE LLEGÓ AL FONDO DEL ASUNTO, A PESAR DE TODO LO QUE HICIERON PARA TAPARLO...."
5806,@faloperosdecentes3924,Ya está en Canadá?
5807,@PavlvsArobvs636,Ahora va a poder escoger nuevos novios en prisión.
5808,@JonathanNunezUy,Zumos una familia feliz
5809,@gonzalos5713,"Muy bueno que vayan presos, pero.... 180 días?? Quiero creer que es la preventiva hasta tener una sentencia"
5810,@domogeodesico,Penadió...Penadés...Penadá...Penadiez...
5811,@erikfrndz7477,3 meses y pafuera. Este pa la campaña esta. Son tan caretas...
5812,@danielmederostabeira5708,Por lo menos si va en cana ya sabemos quienes son los amigotes que lo van a visitar y en cualquier momento todos lo acompañan ...aunque ahora todos le van a disparar 
5813,@diegomontero6836,No entiendo algo. Solo 180 dias de cárcel? O falta alguna condena?
5814,@esteban6580,no mataron a uno que iba a declarar tambien??
5815,@YuyoLeites-it2vq,Va  a terminar con una simple prision domicilaria nada mas !! Que politico ha ido a la carcel ?? Ninguno !!
5816,@user-ij7eh3mc4y,Martes negro para el gobierno más corrupto de la historia .. Y un día aciago para la democracia y el pueblo...
5817,@mariososa8578,grande zeta
5818,@damianarbelo,"Capaz que estoy mal yo, pero ¿180 dias de prisión no es poco para todo lo que supuestamente hizo?"
5819,@danieldearrascaetanunez9626,"Zin TV, este video es un avant premier en relación a todo lo que sucedió"
5820,@two13times,"¿Treinta años en el Parlamento, y nunca nadie se dio cuenta de ninguna de las atrocidades que cometió? "
5821,@lauraramilo4568,Siempre hay que mirar la mitad del vaso lleno. Ahora Gustavito no va a pagar. Le van a dar pa que tenga y guarde. A no ser que vaya a un lugar VIP. Que tampoco me extrañaría.
5822,@michaelreyes5923,y este señor tambien acabara en un 5 estrellas por prision?
5823,@malabartistacreaciones7176,"Ojalá se cumpla la prisión para éste pervertido, estos señores gozan de ""privilegios"", no es un pela gato cualquiera, no es Juan Pueblo. Si no me equivoco, con los ""señores"" del caso Oceano nunca pasó nada. Por qué? Porque esta toda la cupula de poder del estado involucrada, y nunca les van a tocar un pelo. Pero bue, ""son episodios..."
5824,@gonzaloacostasaravia7388,Ojo con eso
5825,@JonathanNunezUy,¿Me pueden hacer la suma de delitos?
5826,@matiasartidoro6432,Pre  sos....
5827,@fuerzalibre2070,Esa gente son líderes de nuestra soberanía? Nananaan
5828,@claudiohernandez4568,El presidente ya pidió permiso al Parlamento para viajar a Estados Unidos. Costumbre de  borrarse cuando se incendia el rancho.
5829,@Veronica-qr4xt,VICTOR JARA. PRESENTE!!!!!!!!
5830,@ml2082,Presos todos!!!!!!
5831,@Jorge-sd1dq,The banana republic of Uruguay!
5832,@nataliasilvera2994,Siniestro
5833,@rc137rc5,Que desastre otra vez en el podio
5834,@JorgeMartinez-tc9rj,"Completito Gustavo!!! Escuchar el respaldo del presidente y del ministro del interior, lamentable !!!"
5835,@pablotanito6394,Si hay pelito...eso dijo el pistolita loca
5836,@wgem5398,180 días  por todos esos delitos de abusos le sale regalado cuando a cualquier ladrón de porquerías le dan un año mínimo o sea 365 días  . Justicia injusta ?
5837,@eduardorolan7255,Buenazo 
5838,@rodrigomoreno907,"che son un CANALAZO, pero como sugerencia constructiva, a veces la duermen un poco de mas con los arranques del video con Carlitos Techera y el otro boludo sacando el auto."
5839,@maurofernandez5175,Penades pidio estar preso en el inisa
5840,@albaarias8720,"bueno hablo la justicia y yo creo en la justicia de mi Pais estos episodios no deberían suceder no hacen más qué debilitar la democrático,,,,, a otra cosa bobrecito Penades está enfermito quiere pricion domiciliaria qué tipo tan caradura"
5841,@JoseRodriguez19866,#Penadas
5842,@gustavosalvatierra6511,Heber lo seguirá apoyando????
5843,@aleeejo69,180 días ? Es una joda ? 11 delitos 
5844,@EpicExdeath,"""las nubes pasan , el azul queda"" Deberían renunciar todos después de esto, pero que van a renunciar si están atornillados a la silla desde hace generaciones"
5845,@marcelosustant1142,HEBER la difamación llego a su fin
5846,@fervall2878,EXELENTE LA FISCAL
5847,@maxioficialyt5545,""" los mejores 5 años de tu vida"".... Qué horror!!!!....o habrán querido decir: "" Los peores 5 años de tu vida""  ????..."
5848,@gracielagonez4260,"Ripoll ,casas , y victoria defendiendo lo indefendible"
5849,@JorgeRodriguez-ie5xb,Qué sigue? Queda bastante tiempo aún.
5850,@danielarossi943,"Tremendo, por suerte no zafó , a pesar del respaldo , abuso , violencia , corrupción , acomodo , etc no le falta nada a este gobierno , que se vayan ya !! Que daño le hicieron al país el campechano , el transparente Lacalle "
5851,@enmiscarrozass4654,Por que no le dan perpetua? Hay que hacer una marcha!
5852,@Leo-ng2bh,El último que cierre la puerta jajajajjs
5853,@rocamar9632,180 días por semejantes abusos?
5854,@Martinfuertes79,"Chantas , mafiosos , corruptos, violines, q mas ?"
5855,@TheJhonjhonson,Quién dijo ahhhh?
5856,@AlbertoRodriguez-in2hd,Vamos a ver si se recupera y no vuelve a reincidir en su conducta de violador .
5857,@alvaroperez9794,Pocas ganas de laborar Zintv 4 min nomás para el hecho más importante de los últimos años
5858,@hectortozini2913,No salio la sentencia y uds.ya lo encarcelan..tienen una MALA LECHE IMCOMPARABLE...
5859,@4cuerdasjmp958violin,Deded de delictivas.. obvio
5860,@sebastianmato1137,Corrupcion total
5861,@omargarcia7598,¿Que frota Techera entre dedos?
5862,@diegomontero6836,Estaba esperando esto
5863,@marcelonapoli8215,Pre... sos. ¿Cómo? ¿Porqué?
5864,@matiasbenitez6057,el director del concar era Taroco o Antin ?
5865,@nahuelcaniella8579,El terror de los blancos: ZinTV
5866,@EduardoGarcia-fx9rt,Bota por un politico
5867,@reikirelax5670,Inocente Luisito
5868,@paulobassman,Bochanón!! (muero con este término)
5869,@geradocigaran7530,Hasta las pelotas unos cuantos
5870,@reginaldocorbo279,Once cargos y 180 días de prisión. Entre los cargos 4 de abuso sexual y 3 de abuso especialmente agrabado. 180 días? Disculpen que me reitere pero 180 días es incomprensible. Bien que le toque prisión pero no parece que se mida parejo.
5871,@flacogab,Mira el violín la gavilla que tenia !!! Atroilo dogor !!!! Jajajajaja Aguante Zin tv noma  !!!!
5872,@joseluispisano2155,Una persona señor presidente. No le cree a joven hasta de su.paartido. usted es presidente no es abogado defensor. Pq las otras 22 persona. Y que creen enPenades pr favor. Que esta jueza siga investigando lq tapo todo lq tapo fossati
5873,@jbjb618,Mamá que gobierno  Y las focas aplauden
5874,@moro2120,Funesto!!!
5875,@ml2082,Repito...  PRESOS
5876,@TerminalBreaking, vaca yendo gente  al baile 
5877,@gimenaponte4566,Estos q hablarón tambien pre...sos!!!
5878,@adrianruta40,Pre sos
5879,@esthersanterciel,"Hay que ponerle una lapida a este gobierno que diga ""pasaron por el gobierno ,corropieron y ensuciaron la democracia del Uruguay,que jamas regresen"".Despues del dia de ayer Partido nacional QEPD"
5880,@wgmg4168,Buenas noches va a pasar el gordito 
5881,@marcosrosa2567,El violín 
5882,@ml2082,#RenunciaHeber
5883,@washingtonrafaellarrude9573,180 días parece que el tipejo sigue con la sombra de los fueros???
5884,,Se terminó el recreo
5885,@sergiogutierrez4636,"le descargaron el Código Penal y le dieron 6 meses, qué verguenza la justicia uruguaya"
5886,@gervasiolembo4028,"Sus votantes, cómo duermen?"
5887,@AdrianHernandez-tj6jx,PRE...SO!!
5888,@mathiasdeleon3709,"180 días,es joda?"
5889,@cristianfabianpereyramaida1127,Cínicos
5890,@federicolaureiro3001,pa dentro....
5891,@pablogarcia-yi3uw,Mentira el qukito sabía todo igual q Heber !!!
5892,@MARCELO-BCN,que lo pongan a compartir celda con Roque Barla ex edil en Salto por el Frentepitcntamplio hoy cumpliendo pena de prisión por abusar de su propia nieta de tres añitos 
5893,@matiaspelaez8416,Luego te tiran yo no los vote 
5894,@mariososa8578,eto e un granito de arena delo grande que es el abuso a menores
5895,@MISSLALEITO,180 dias?!?!?
5896,@andreavitacca6035,"A este gobierno no lo votan más, con este caso ( más otros), demuestra que este gobierno fue lo peor del siglo XXI"
5897,@paulasasso5934,180 días. Lamentable
5898,@SiuLoong,Dime con quien andas y te dire quien eres
5899,@danielumpierrez3762,"Tiene más delitos que días de cárcel, soy yo y me están dando mazorca los próximos 10 años"
5900,@naza5581,180 dias?
5901,@J.L.Torrente,Mi reconocimiento a Richard Galeano y equipo De HLQP por darle voz y  públicamente que denuncie la  víctima que destapó  la olla
5902,@gonzalomauttones5093,"Lamentable que un Político use el Poder para cometer estos delitos aberrantes, y también Lamentable que el Presidente del país y parte del gobierno salgan apoyar a Penades. Y esta gente está cargo de un país y nos gobierna y decide sobre nosotros"
5903,@ilianaiglesias8931,VERGONZOSO todos los delitos y peor aún el respaldo del Min .del Interior dentro del Parlamento y del mismísimo Presidente.LO APAÑÓ LA MÁXIMA INSTITUCIONALIDAD DE UN PAÍS.
5904,@J.L.Torrente,La ley de  hermandad que existe para mantener el poder es absolutamente repudiable
5905,@gemaborche9580,En un país normal todo el gobierno debería renunciar y muchos de ellos directo al Comcar.
5906,@Marcelo-garcia2011,"Increíble, sólo en este país suceden estas cosas. Es todo muy grave y sin embargo todos seguimos callados...hasta cuándo?  (dijera nuestro amigo)"
5907,@blancaroda1618,La prisión preventiva esta bien ..aun falta el juicio oral que puede durar un largo tiempo!!destaco la actualización de la fiscal que no dejó nada al azar y le ató las manos a los amigos del senador que planeaban una trama de mentiras y amenazas contra las victimas
5908,@jorgegallo6460,"En un pais normal el ministro hace rato que habia volado. Pero nosotros como pais, de normal, cada vez tenemos menos."
5909,@gustavollanes3528,"La justicia, exsiste, el fiscal incorruptible "
5910,@nestorbustamante3461,Felicitaciones a esa valiente fiscal q laburo muchas horas y no cedió a las tremendas presiones del poder Todo era defender al AMIGO q los miraba a los ojos y hacia conferencia prensa en el parlamento.... ambos deben terminar PRESOS PRESOOOOS
5911,@lauraramilo4568,Cero vergüenza; corruptos hasta las manos. Felicitaciones a la gente de Galeano que le dio voz a Papaso.
5912,@ReinosaDario,Es un alivio.  Ya estábamos en el límite de la credibilidad en la justicia.  Quedan jueces y fiscales honestos y valientes.  Creí que se habían extinguido.
5913,@MrsMicro84,Madrugó el señor Z! Me da cierto reconfort y sensación de justicia que el delincuente de Penades vaya preso
5914,@gustavomolinamendez2212,Mira que lo hacen trabajar al Sr. Zeta. No le dan descanso.
5915,@elrincondelderecho,"El Presidente de la República y el ministro del Interior no están a la altura de la circunstancia, representan al Estado, no a sus amigos."
5916,@carlosalvarez7754,"Gracias zintv por refrescar la memoria reciente , que los medios nos tratan de borrar permanentemente."
5917,@irmavazquez6035,la verdad que había perdido la fe en la justicia  pero esta fiscal tuvo ovarios para seguir contra todos
5918,@user-ml6mo1df8k,Lo únicos que alguna vez tuvieron dudas de la veracidad de las denuncias fueron los “amigos” que peculiar….
5919,@richardnoble6904,FELICITACIONES A TODAS LAS PERSONAS QUE ESTAN HACIENDO BIEN SU TRABAJO A PESAR DE LAS PRESIONES DEL GOBIERNO!!!
5920,@mojo8656,"Pobre Luisito, otro amigo que resulta ser tremendo bandido"
5921,@gabrielalcantaro91,"Lo que tendría que seguir es que el presidente le pida la renuncia a Heber, sería lo más lógico en un gobierno serio. Bueno, en un gobierno serio"
5922,@silvitaladas5951,"Hasta Lacalle Pou debería ir preso  por defender antes de la causa,ni q hablar Heber no?!..  pero claro....en Florida así la pasan bomba!!! Junto con Atesiano...de fiesta en fiesta....felicito a la fiscal Ghione!! Si fossati hubiera tenido un cachito de ética y profesionalidad como está fiscal otro gallo hubiera cantado."
5923,@gabrielvigo8955,Era hora que por lo menos uno este preso tendrían que acompañarlo unos cuantos mas
5924,@Beltrame72,Sin palabras Eso que dice Lacalle de “a quien le tengo que creer?” Es lamentable  Es triste que se lo dejen pasar gratuitamente en otros medios  Quien le pidió que tiene que creerle a alguien? Es tan ignorante o tan cínico?
5925,@p.s.a.,"Prisión ,como cualquier hijo de vecino,así tendría que ser ! JUSTICIA"
5926,@judiacosta7948,Pobre Luis se ha quedado sin esposa sin ministros sin jefe de seguridad y ahora amigo de treinta años . Barajar y dar de nuevo .
5927,@juancarlosducanbarbosa4705,"En toda actividad lo que diferencia a unos de otros es la ética,  la profesionalidad y la voluntad de hacer bien su trabajo sea cual sea, esta fiscal y su equipo es un ejemplo, muuyy distinto del ridículo que hizo la Fossati en el caso Astesiano"
5928,@raysoto2188,Che y los que salieron públicamente a desmentir todo esto. Tienen que ser juzgados!!!
5929,@Maria-ft9uz,"Escuchando de policías , jefes involucrados, pregunto , qué pasó con el adolescente de 17 años muerto a balazos que era otro de los acusadores o testigos, quién lo mató?"
5930,@SandraSanchez-gw9sd,Me quedo tranquila no todos los fiscales son corruptos y actúan con la impunidad que lo hizo Fossati
5931,@MrOrsiw,"La LUC que el votó dice que los delitos sexuales se pagan con cárcel. Pero como hemos visto en todo el proceso es protegido por ministros y el propio Presidente, así que capaz que por la presión o el sobre peso no va a prisión,  terrible el delincuente!!!"
5932,@walternunez9293,"En razón de la fuga de traficantes alegando temas de salud.el ministro dijo y recalco que el sistema carcelario tiene medios para que se puedan atender. Supongo que la juega tendrá esto en consideración para no darle tobilleras a penades, además está mente en la calle es capas de ultimar a las víctimas el solo echo de estar libre originaria más problemas xicoemosionales a las bictimas.( cárcel efectiva es lo que corresponde)"
5933,@verlalos,Es increíble la muy baja autocrítica y de aprendizaje que tienen las autoridades actuales de este país. No llama la atención ahora la no resolución del caso de la violación en la fiesta y otras cosas
5934,@ozurumi,Cuando van a entender que los 180 dias es de prisión preventiva mientras se procesa el caso. Buen video Z
5935,@p.s.a.,"Está, metido desde Heber y el director del comcar ,esto ya rebasa los límites!!"
5936,@silvianobel5013,"Me preocupa más, que los amigos no lo dejen solos. Porque "" los amigos son los amigos"""
5937,@albertotechera8983,Este gobierno tiene el delito qué se puedan imaginar....muy completos y cómo siempre derramando intelecto... gracias a los que los votaron...son responsables también...
5938,@nairbarrios5967,Vergüenza por parte de los políticos. !!!
5939,@esperanzaandrade5104,"Si son amigos de la.vida ,como dicen, deben saber bien en que andaba ' el amigo"" hay cosas que no se pueden icultar durante tanto tiempo"
5940,@federicobarboza3632,Juicio político al presidente ya!
5941,@Inteligencia-Humana,Lacalle Pou nunca termina de conocer a la gente. Sus amigos le ocultan cosas. Debe estar más desorientado que la Doris de Nemo. Pobrecito inocente de él.
5942,@erikfrndz7477,"ZETAAA SE TE ESCAPO LA TORTUGA!! No pusiste cuando termina de hablar y le.preguntan ""niega rotundamente??"" Y contesta ""NO!!"" JAJAJA "
5943,@carlosandresgentilealvarez9189,"No sólo abusaron de las víctimas sino que también quieren ensuciarlas inventando que han difamado, son impresentables totalmente"
5944,@Diego-ts6sl,Felicidades a la fiscal y a su equipo... un trabajo perfecto todavía ahí algún fiscal que hace el trabajo como debe de ser  marche preso violín
5945,@MLLA-qc6ng,"Hicieron lo imposible, por tapar y esconder las barbaridades que hizo este tipo. Y no pudieron.  Es imposible creer que sus ""amigos"", no estaban al tanto de tanta aberración. Hasta el Policía de Maldonado, debe sentir, de q por fin, se hizo justicia, después de ser pisoteado."
5946,@agustinolivera3335,"Los mejores cinco años , por favor que mafia!!! Dios nos libre de esto."
5947,@nildaangelamarquez,"Penadés, estaba tranquilo con que con las influencias que tenía, podía zafar con comodidad. Pero no lo pudieron ayudar porque ya sería demasiado, con lo de Astesiano, lo de Marset, lo del puerto, y todo lo demás a cuestas, ya era demasiado. Habrán dicho: tenemos que sacrificar a Penadés porque si no, nos vamos al tacho. Y allá marchó, a donde no se lo esperaba. Felicito a la fiscal, que no se amilanó frente al poder, que agrega su granito de arena para que podamos seguir creyendo en la justicia. Protegió a las víctimas contra viento y marea cuando todos esos buitres pedían verles las caras y saber sus nombres. Movieron influencias para salvar al degenerado a cómo diera lugar. El mismo Penadés usó sus recursos y conocimientos para tratar de salvarse, pero no lo logró. Los dos degenerados fueron a la cárcel, porque el tal Mauvecin es también un degenerado al servicio de otro degenerado, proveyendo víctimas al tal ex senador. Vaya uno a saber cuántas víctimas más habrá, que no se animaron a declarar, por miedo o por vergüenza. Ahora están en la cárcel de Florida. Penadés pide prisión domiciliaria y quizá la consiga, debido a sus amistades. Después aparecerá otro Mauvecin, que le lleve los menores a domicilio, porque el degeneramiento, no lo va a perder de un día para otro"
5948,@Marianela404,Presidente: estamos con hipotermia. Permítanos una frazadita
5949,@waldemarvaldez7129,Felicitaciones a Zin Tv. Tambien a HL QP. Por la difusion de las denuncias de Romina Celeste.
5950,@eldacastrocastro350,"Me imagino que irá a visitarlo, hace 30 años q lo conoce, no puede dejarlo ahora solo"
5951,@fabiangonzalezchiruchi36,Cuquito ...tenés unos amigos muy originales y ``dignos`` de ser defendidos...menos mal que son tus amigos....no quiero saber lo que son tus enemigos...
5952,@yolauno1,El Tiempo pone todo en su Lugar...
5953,@juangrido8910,Francamente lamentable. Ojalá quedé como antecedente para que respetar a los menores
5954,@nomientanmas2507,Ayy luchito se te agarraban el celular lo acompañabas 
5955,@user-vj3sn8xq1t,Mufasa tendría que pedir disculpas por respaldar a un violador.
5956,@mabeljuarez8319,Gracias a dios hay justicia
5957,@TheCrespo,"Con mucha suerte se come una domiciliaria... igual quiero creer que la justicia es igual para todos, pero en este pais está cada vez mas dificil de creer en esa utopía."
5958,@Tricolorbolso1,LOS MEJORES 5 AÑOS DE TU VIDA
5959,@user-em5xz5br8r,"Si fuese cualquier hijo de vecino ya estaria en el comcar, a este le dan un par de añitos en la casa y ya esta, es parte de la coorporacion politica manejan todo a su antojo."
5960,@eduardoc1580,El resumen que pudo haber hecho Telemundo
5961,@beaolivera758,Excelente resumen yp todas las personas q d una u otra forma no les temblo el pulso p hacer justicia grs zintv y nos refresca muchas cosas
5962,@GermanAndresVillar,Tanbien detenido el Director del Ex Comcar? Se fue todo al carajo
5963,@Silvana.L,Luis y sus amigos traicioneros 
5964,@CristinaOrsi-to7yo,"Asombro ! Tristeza,verguenza ajena por estos profesionales de baja estima,por mi una simple jubilada ,abuela que de solo pensar me da rabia por estos politiqueros y pensando en  los chicos pobres que tenemos en el Pais propensos a caer en éstas porquerías."
5965,@gabrielcapelorosadilla4897,El Señor Z madrugando y haciendo tarea. Todavia quedan 500 y pico de dias ...si habrá material aun!!!
5966,@ml2082,Esa es una verdadera fiscal!!!
5967,@totuskhanlife3934,"Y ahora parece que no puede estar preso porque tiene problemas de salud, ya sabíamos todos que iban a aparecer los temas de salud  y en el peor de los casos una cárcel VIP "
5968,@jorgedaluz5387,"Desgraciadamente no es el único,dentro del partido nacional hay varios como éste,el gran problema que tenemos en Uruguay es el periodismo que no investiga nada . Lanata quiso en su momento hacerlo y lo corrieron"
5969,@albanieves3348,El Senador y el Profesor a los Tiburones!!! ellos  sí harán  justicia 
5970,@anamariaataycuenca8999,La justicia trabajo muy bien . Es un tema personal que está persona abuso de su poder político.
5971,@juliomoreira5218,Que lindo país tenemos
5972,@casafardo,Porque no pusieron esa fiscal para el caso Astesiano?
5973,@marcelonunez8666,Techera!! Que nunca nos falte
5974,@sinnombre9368,"Usar el poder político para acomodar, defender, y privilegiar a su gente afín...blancos siendo blancos."
5975,@fernandoreinoso1986,Lacalle y Heber intocables....
5976,@jorgepintos4304,"Los 5 mejores años .... presidente adicto, ministro alcoholico encubridor, senador violador, Argimon con """" cuidate sos jóven"""", Bianchi marcando periodistas """"es ése """""
5977,@elnacho3174,Hay que hacer pancartas y volantes con la lista de delitos de Penades si resulta condenado para la campaña de 2024
5978,@ramonberrey2150,Una joyita
5979,@albanieves3348,Muy fuerte la Corrupción hasta la policía...ya no se puede confiar en nadie? Si fueran sus hijos o hijas??
5980,@Veronica-qr4xt,Gracias ZinTV.  Grandes siempre!
5981,@javierperezperez8646,"3 minutos dura el informe, cada vez menos. Z no podés negar que sos uruguayo. El mínimo esfuerzo."
5982,@fernandoibanez8719,Este gobierno está hasta las manos de corrupción
5983,@apolo1881,"Zin TV haciendose el caldo gordo con Penades, Sartori y Astesiano pero jamás los vi haciendo un videíto de Gerardo Nuñez, Cendoya, ni siquiera de Sendic, se ve que miran las cosas cuando les conviene, yo me pregunto : eso no es incitación de odio tambien? Porque el que no es perteneciente la FA jamás va a votar al Fa por ver éstos videitos, al contrario!."
5984,@mma1955,Lo van a soltar en un rato . Pero me parece lo más justo si cometió un delito q pague como cualquier ciudadano
5985,@charliepasos7676,Los caballeros de la cama redonda!! Impecable zintv
5986,@pendondato,Esperaba con ansias a #zintv 
5987,@aguarzaguet.gestaltcoach,"""Sería un mal amigo si no le creo"" by luish"
5988,@pabloandrescastroportillo8117,Como disfruto este video gracias gracias Zin TV x todo lo que nos das
5989,@martasanchez5877,Que vergüenza el presidente y el ministro del interior hacer declaraciones de ese tipo.deberian guardar silencio
5990,@josefinafuentes8408,Grande Carlos Techera Excelente trabajo
5991,@nataliasilvera2994,Que dios se apiade de el
5992,@NachoJoker,todos los que lo apoyaron deberían ir presos
5993,@amaliag.delpuerto4673,QUÉ VERGÜENZA!!! ️
5994,@Maria-ft9uz,Después piden confiar en la policía...
5995,@user-oi5ui1tp5i,"El alcanse del mal no tiene fin es inreparable no lo paga ni con carcel ni plata el daño es para toda la vida pero bueno asi estamos ya queda menos pueblo ,porfavor no le echen la culpa al frente o al antel arena cada semana es peor ya no se sabe que va pasar y la inseguridad es brutal"
5996,@jorgeacosta4315,Tienen que embargarle todo al violador y dárselo a las víctimas
5997,@susanabalbuena7870,Se probó ante la Justiicccciiiiiaaaa....preso yaaaaaa...una mancha xra los multifrutas...
5998,@leidyperrone5085,Pero esa preventiva es para seguir investigando??? Xq se supone q luego se los procesos con prisión??
5999,@mariasilveira6509,Por fin Justicia ! ojo ahora no se les escape jjje !!o lo suelten  por  supuesta enfermedad jjje
6000,@rodrigocardozo6423,"Cada ves que usan la misma receta de dar una conferencia al otro día, es cuestión de esperar y terminan en cana. Bueno preso no terminan porque no hay una fuerza política que los descrimine por violador o ladrones en todos los micrófonos."
6001,@user-qu6ys3dx3z,"Lo que da miedo y verguenza ajena son las declaraciones del ""sr. Presidente"" ""es un amigo"".....como es el dicho? Dime con quien andas y te dire quien eres? Todos corruptos, de la misma calaña."
6002,@teresacasana4738, detirenlos para rl Conmcar para que se diviertan los presos  asi cienten el terror que sintieron las victimas
6003,@hugorivero8347,"Y estos personajes son los que dirigen nuestro país,  vayan a saber lo que no hacen estos políticos de mierda..."
6004,@gercharrua7170,Si fuera un país serio  y investigasen  por enriquecimiento  ilícitos  abría  que hacer  nuevas cárceles  para políticos  y judiciales  
6005,@matiasleonelgarridoreyes1205,Gracias señor Z ojalá la gente tenga memoria de todo esto!!! El gobierno más corrupto de la historia del país!!!
6006,@serenalavina7823,"La justicia lo probó, los que tanto pedía. Renuncien por favor"
6007,@florbatista3975,Ahora pide prision domiciliaria por enfermedad
6008,@Gerardo.Straneo.20,"Así estamos gobernados por personajes que ponen el “amigo” por sobre todas las cosas, no se enteraron que son y están en un lugar que todo lo que digan o hagan determina inmediatamente consecuencias, buenas o malas con propios y extraños, los propios sus subalternos y gobernados, y no respetan su investidura de la cuál el pueblo que los votó cifró en ellos, las veces que salieron a apoyar al “amigo"" derraparon y demostraron que lo que criticaban de otros resultando ellos igual o peores, o peor aún, defendieron a ojos cerrados personajes del cuál él le entregaba la seguridad de su familia, siguen sin aprender, la virtud es que salen en apariencia indemne de todo, el tiempo dirá la verdad de las cosas."
6009,@aliciarodriguez7801,"Tienen tanto material de nuestras ""autoridades""...ellos no me representan"
6010,@cristianfernandez6990,ES ASÍ SIEMPRE ENTRE ELLOS SE TAPAN LOS CRIMENES
6011,@maurof1975,"En mi vida, me toco ver todo lo que sucede con este gobierno. La verdad que es muy loco todo."
6012,@alcidesbenitez3707,Espero dé corazón ️ que gane quien gané las próximas elecciones se de derecha o de izquierda o lo que sea se investigue todo lo de este nefasto gobierno y porque cinco años toda la corrupción y solo un poquito de personas están en prisión
6013,@hebertvillalba1817,Me parece insolito que con 22 delitos graves si 22 delitos graves lo manden a florida a una carcel bip con todos los lujos y comodidades.a ver quien se hace responsable de esta verguenza . Eso solo pasa solo aca en este bendito pais .con estos pillos.
6014,@emilceperaza3939,Ojalá el la cárcel le den de su medicina
6015,@DanielGonzalez-qf7zv,"Da PENA,PENAdes"
6016,@jorgeherrera1360meeetaaalCien,Seguirá respaldando el kukito y heber a penades porque dice que lo conoce hace 30 años
6017,@nadiayamila6171,Por fin una fiscal decente!! El gobierno impresentable!
6018,@RaulGiacomin-eq6ff,"Lei un mensage que comparto a medias ,si se trata de reninciar tendrian que deberian todos irse ,el primero el presidente de algunos mio NO ."
6019,@paulo_hernandez,"Heber, pinochin,   CLOSE THE ORT !!!"
6020,@elorejano57,Los otros que deberían ir presos son: Heber y el Peladilla.
6021,@alvaroramos6809,Este Personaje hace 40 años vive del Pueblo y de este Narco Partido es el mas inocente que ya es decir
6022,@sergio8939,Esta valiente fiscal lastima que no estuvo en el caso Astesiano
6023,@marcelosantana6938,Yo lo conozco es mi amigo!!!!y ahora?
6024,@nairbarrios5967,Las dos caras de Heber 
6025,@mariadelpilarelhordoy8421,A quién le va a creer ? ... Dijo cuquito.... A la víctima cuquito... A la victimaaaaass
6026,@mariadeleon465,"Bien,la justicia ya lo comprobó... ahora a la cárcel.con un fuerte abrazo y un besito en la frente Penadas"
6027,@user-mk2dh7cw3m,"Cuando es una mujer  la qué abusa ay lo esconden hasta el fin, las denuncias falsas no existen"
6028,@ivanmoreno8660,22 delitos . Pero quien lo defendió el abogado de los simpsons
6029,@gabrielgonzalez-rh2vi,Qué le darán? Un año de prisión domiciliaria?
6030,@hectorlemos1679,Si esta fiscal  hubiese tenido el caso Asteciano!.  Hoy  estábamos  con presidente interino.
6031,@sheyllavicente7488,Es una vergüenza hay que pedir la renuncia de el ministro del interior y del presidente debería renunciar a la banda presidencial y dejar argimon como presidenta por que el fallo mucha corrupción a su alrededor no recuerdo un gobierno con tantas renuncias y a tras de cada una de ellas un acto de corrupción Esto es una locura
6032,@marcosc11000,Los amigos de Luisito... Cuantos van ya???
